chip_id,country,cluster
g6_00032_8,belgium,0
g10-3_00034_13,croatia,0
1592770,rwanda,0
g15-1_00139_2,finland,0
g22_00048_8,denmark,2
g212_00047_9,france,0
g1_00007_5,germany,1
g4_00027_10,spain,0
g6_00060_14,denmark,2
g6_00023_2,belgium,0
g55_0000000000-0000000000,vietnam,0
g2_00093_18,slovakia,2
g22_00033_15,denmark,2
g2_00017_4,germany,0
g16_00068_17,netherlands,0
g13-5_00021_6,sweden,2
g2_00024_7,belgium,0
g16_00094_15,netherlands,0
g31_00060_5,latvia,1
g22_00036_9,denmark,2
g78_00052_3,austria,0
g212_00047_7,france,0
g6_00082_18,denmark,2
g6_00056_3,denmark,2
g165_00010_1,france,0
g212_00090_14,france,0
g10_00021_6,estonia,2
g2_1807,india,1
g11_00100_4,lithuania,1
g15_00021_11,estonia,1
g14-1_00012_5,finland,0
g165_00080_15,france,0
g13_00048_15,slovenia,0
g1_0000001536-0000001536,vietnam,0
g41_00060_10,latvia,0
g77_00036_2,austria,0
g26_00048_0,latvia,0
g165_00101_4,france,0
g6_00030_13,denmark,2
g8_00084_14,lithuania,0
g6-0_00093_4,sweden,1
g1_00036_2,spain,0
g14-1_00111_3,finland,0
g95_00026_7,austria,0
g25_00036_7,latvia,2
g6_00014_9,denmark,2
g8_0000005120-0000001024,kenya,1
g0_00048_5,luxembourg,0
g15_00023_7,estonia,0
g1_0000001024-0000001536,portugal,0
g95_00039_14,austria,0
g11_00137_14,lithuania,0
g2_00022_1,belgium,0
g0_00033_16,luxembourg,0
g0_00048_0,luxembourg,0
g2_00018_6,slovakia,2
g2_00019_1,belgium,0
g21_00041_18,slovakia,2
g94_00011_9,austria,1
g22_00024_12,denmark,2
g13_00052_9,slovenia,0
g16_00016_5,netherlands,0
g82_00006_14,austria,0
g2_0422,india,1
g21_00068_12,slovakia,1
g25_00058_12,latvia,0
g15-1_00023_15,finland,0
g14-1_00146_16,finland,0
g1_00033_0,spain,0
g16_00010_13,netherlands,0
g25_00020_8,latvia,0
g7_00041_14,spain,0
g2_00028_6,slovakia,2
g15_00129_1,estonia,2
1592678,rwanda,0
g14-1_00093_2,finland,0
g2_00013_12,slovakia,2
g165_00092_9,france,0
1592609,rwanda,0
g41_00060_16,latvia,1
g23_00096_11,netherlands,1
g11_00028_0,lithuania,0
g82_00028_12,austria,0
g15_00098_9,estonia,1
g2_00010_5,belgium,0
g2_00005_2,slovakia,2
g7_00014_13,spain,1
g4_00036_4,spain,0
g78_00019_7,austria,1
g21_00067_7,slovakia,0
g6-0_00043_5,sweden,0
g77_00041_18,austria,0
g23_00093_8,netherlands,0
g2_0000006656-0000001536,kenya,1
g2_00005_1,germany,0
g14-1_00071_9,finland,0
g212_00080_3,france,0
g6-0_00025_3,sweden,0
g11_00088_6,lithuania,0
g10-3_00018_6,croatia,0
g10-3_00071_6,croatia,0
g0_00017_6,luxembourg,0
g2_00009_1,south_africa,2
g21_00049_15,slovakia,2
g11_00111_16,lithuania,0
g6_00009_13,belgium,0
g6_00004_10,belgium,0
g165_00071_1,france,0
g6_00104_11,denmark,2
g14-1_00062_3,finland,0
g212_00061_2,france,0
g83_00049_14,austria,0
g15_00137_7,estonia,0
g14-1_00152_6,finland,0
g14-1_00042_7,finland,0
g10_00163_12,estonia,1
g165_00102_0,france,0
g10-3_00023_1,croatia,0
1592698,rwanda,0
g15_00006_1,estonia,1
g2_00039_11,slovakia,2
g6_00048_8,belgium,0
g13_00010_6,slovenia,0
g19_00024_10,latvia,0
g2_00048_0,belgium,0
g11_00058_9,lithuania,0
g4_00030_4,spain,0
g15-1_00154_12,finland,1
g14-2_00039_12,croatia,0
g13-5_00109_8,sweden,0
g212_00060_5,france,0
g95_00026_8,austria,0
g2_0098,india,1
g10-3_00038_0,croatia,0
g10-3_00081_5,croatia,0
g25_00043_13,latvia,2
g82_00011_11,austria,0
g8_00114_4,lithuania,0
g2_0000002048-0000015360,brazil,2
g6-0_00089_0,sweden,0
g83_00053_12,austria,0
g2_00052_7,slovakia,2
g50_00027_11,latvia,1
g6-0_00114_1,sweden,2
g15-1_00136_18,finland,1
g15_00151_12,estonia,1
g22_00051_17,denmark,2
g14-2_00087_3,croatia,0
g19_00046_18,latvia,0
g22_0000000512-0000001024,vietnam,0
g15_00041_13,estonia,1
g21_00104_3,slovakia,1
g15_00015_11,estonia,0
g13_00044_5,slovenia,0
g7_00042_10,spain,0
g6-0_00110_5,sweden,0
g11_00112_0,lithuania,0
g14-2_00080_17,croatia,0
g4_00037_7,spain,0
g10-3_00064_16,croatia,0
g14-1_00117_1,finland,1
g23_00082_0,netherlands,0
g21_00074_1,slovakia,2
g4_0000000000-0000000000,portugal,1
g15_00006_2,estonia,2
g6_00026_0,denmark,0
g3_00012_14,south_africa,0
g11_00007_2,lithuania,0
g3_00002_2,south_africa,0
g23_00069_8,netherlands,0
g14-2_00031_0,croatia,0
g8_00061_10,lithuania,0
g4_00012_7,spain,0
g1_00019_11,germany,0
g0_00036_17,luxembourg,0
g2_00010_18,slovakia,2
g6-0_00072_2,sweden,0
g22_00046_5,denmark,2
g165_00011_18,france,0
g14-1_00079_6,finland,0
g0_00043_2,luxembourg,0
g2_00076_5,slovakia,0
g14-2_00065_4,croatia,1
g8_00117_11,lithuania,0
g8_00085_12,lithuania,0
g15_00136_11,estonia,0
1592610,rwanda,0
g15_00007_18,estonia,0
g0_0000001024-0000001024,portugal,0
g6_00072_6,denmark,2
g41_00010_0,latvia,0
g10_00116_6,estonia,1
g13_00052_3,slovenia,0
g2_00025_8,belgium,0
g14-1_00087_16,finland,0
g82_00011_8,austria,0
g6-0_00108_18,sweden,0
g6-0_00088_6,sweden,0
g14-2_00021_9,croatia,0
g22_00053_7,denmark,2
g15_00172_13,estonia,0
g14-1_00074_11,finland,1
g10_00158_7,estonia,2
g50_00039_15,latvia,0
g8_0000007680-0000002560,kenya,1
g6_00041_1,slovenia,1
g4_0000000512-0000000000,portugal,0
g165_00079_14,france,0
g212_00057_16,france,1
g21_00082_5,slovakia,2
1592593,rwanda,1
g14-2_00082_5,croatia,0
g6_00012_17,slovenia,0
g25_00045_3,latvia,1
g15-1_00154_1,finland,0
g2_0000024064-0000016384,brazil,2
g0_00039_11,luxembourg,0
g19_00010_5,latvia,1
g2_00056_17,belgium,0
g2_00040_9,slovakia,2
g13-5_00038_10,sweden,0
g14-1_00116_11,finland,0
g1_00018_4,germany,0
g10_00141_8,estonia,1
g2_00041_9,belgium,0
g15_00042_9,estonia,0
g6_00005_16,belgium,0
g21_00119_3,slovakia,0
g50_00037_10,latvia,1
g0_00008_10,luxembourg,0
g2_00016_5,slovakia,2
g83_00044_14,austria,0
g82_00020_13,austria,0
g3_00008_17,south_africa,0
g0_1066,india,1
g14-2_00065_18,croatia,0
g10-3_00061_10,croatia,0
g6_00080_14,denmark,2
g19_00015_1,latvia,1
g11_00126_9,lithuania,1
g0_00031_18,luxembourg,0
g4_00018_18,spain,0
g2_00054_12,belgium,0
g0_00022_4,luxembourg,0
g11_00111_13,lithuania,0
g25_00026_5,latvia,0
g7_00034_5,spain,0
g8_00084_17,lithuania,1
g2_00006_9,south_africa,2
g1_00035_16,spain,0
g14-2_00061_4,croatia,0
g6_00004_18,slovenia,1
g13_00048_6,slovenia,0
g25_00056_11,latvia,0
g212_00061_5,france,0
g4_0000011264-0000003584,brazil,2
g19_00024_12,latvia,0
g16_00071_15,netherlands,0
g6_00024_14,denmark,2
g22_00057_15,denmark,2
g10-3_00021_14,croatia,0
g2_00040_0,slovakia,2
g6_00020_3,slovenia,0
g22_00059_9,denmark,2
g165_00013_17,france,1
g0_00015_6,luxembourg,0
g26_00028_17,latvia,2
g10_00148_5,estonia,0
g2_00008_8,belgium,0
g10-3_00092_8,croatia,0
g6_00080_9,denmark,2
g6_00078_17,denmark,2
g23_00046_8,netherlands,1
g6_00005_18,belgium,0
g2_00008_13,germany,2
g11_00077_18,lithuania,2
g0_0956,india,1
g23_00071_13,netherlands,0
g0_00039_7,luxembourg,0
g14-1_00148_18,finland,0
g22_0000000512-0000001024,portugal,0
g165_00066_1,france,0
g23_00067_8,netherlands,0
g1_00005_6,spain,0
g2_00070_7,slovakia,0
g31_00026_8,latvia,2
g13_00037_7,slovenia,0
g6-0_00025_5,sweden,2
g51_0000001024-0000001024,vietnam,0
g0_00007_7,luxembourg,0
g2_00027_5,belgium,0
g2_00023_8,belgium,0
g10-3_00022_5,croatia,0
g2_00011_18,south_africa,2
g2_00026_11,slovakia,2
g1_0000002048-0000001536,vietnam,0
g0_00026_8,luxembourg,0
g13_00044_1,slovenia,0
g2_00070_17,slovakia,2
g13-5_00008_12,sweden,0
g0_0808,india,1
g10_00072_0,estonia,0
g14-2_00085_11,croatia,1
g0_00002_2,luxembourg,0
g10_00137_18,estonia,0
g10-3_00011_18,croatia,0
g6_00068_1,denmark,2
g21_00025_7,slovakia,1
g10-3_00008_15,croatia,0
g14-2_00082_3,croatia,0
g15_00042_16,estonia,0
g14-1_00030_6,finland,0
g212_00012_0,france,0
g40_0000000512-0000001024,vietnam,0
g15_00173_2,estonia,1
g26_00052_18,latvia,0
g27_0000000000-0000000512,vietnam,0
g16_00013_10,netherlands,0
g2_0000003584-0000002560,brazil,2
g2_00017_12,belgium,0
g11_00064_7,lithuania,2
g2_0000023040-0000018944,brazil,2
g13-5_00022_12,sweden,1
g19_00049_14,latvia,1
g83_00019_4,austria,0
g6_00008_15,belgium,1
g82_00021_15,austria,0
g15-1_00138_6,finland,0
g212_00084_14,france,0
g16_00013_0,netherlands,0
g2_0000014336-0000011776,brazil,1
g2_00002_18,south_africa,2
g21_00066_8,slovakia,2
g7_00034_13,spain,0
g50_00018_11,latvia,1
g23_00014_17,netherlands,1
g23_00060_2,netherlands,1
g15_00104_16,estonia,0
g15_00080_6,estonia,0
g3_0000004608-0000000512,kenya,1
g13-5_00036_0,sweden,2
g31_00062_14,latvia,0
g14-1_00134_7,finland,1
g23_00099_3,netherlands,0
g0_00026_15,luxembourg,0
g6_00020_15,belgium,0
g8_00116_0,lithuania,0
g13_00045_5,slovenia,0
g41_00052_1,latvia,0
g13-5_00140_5,sweden,0
g10-3_00033_13,croatia,0
g2_0000005632-0000008704,brazil,2
g4_0000008192-0000010240,brazil,2
g50_00018_10,latvia,0
g2_00025_6,belgium,0
g16_00091_13,netherlands,1
g13-5_00078_2,sweden,1
g2_1185,india,1
g95_00014_0,austria,0
g22_00010_18,denmark,2
g22_0000001536-0000001024,portugal,0
g15_00084_0,estonia,1
g2_00014_10,germany,1
g41_00006_7,latvia,1
g8_0000001024-0000001536,portugal,0
g8_00076_6,lithuania,0
g165_00096_10,france,0
g1_00018_7,spain,0
g6_00042_8,denmark,2
g22_00012_11,denmark,2
g212_00059_13,france,2
g15-1_00068_18,finland,0
g6-0_00102_3,sweden,2
g15-1_00150_9,finland,0
g2_00014_17,germany,0
g0_1226,india,1
g14-1_00112_10,finland,0
g6_00083_1,denmark,2
g15-1_00044_15,finland,1
g6_00013_13,denmark,2
g6-0_00115_10,sweden,0
g11_00072_4,lithuania,0
g2_0000006144-0000003584,brazil,2
g1_0000001536-0000001024,portugal,0
g10_00047_0,estonia,1
g3_0000013312-0000002048,brazil,2
g6-0_00003_17,sweden,2
g11_00057_6,lithuania,0
g11_00048_10,lithuania,1
g2_0000011776-0000005120,brazil,2
g13-5_00134_15,sweden,0
g212_00035_5,france,0
g0_00016_2,luxembourg,0
g31_00011_9,latvia,2
g41_00031_13,latvia,1
g95_00046_13,austria,0
g8_00069_11,lithuania,0
g2_00005_18,south_africa,2
g2_00079_2,slovakia,2
g94_00011_10,austria,0
g29_0000001024-0000000000,vietnam,0
g15_00107_16,estonia,0
g31_00016_3,latvia,0
g14-1_00116_2,finland,0
g6_00016_8,denmark,2
g14-1_00080_18,finland,0
g95_00046_14,austria,0
g6-0_00035_3,sweden,2
g0_00004_1,luxembourg,0
g15-1_00142_18,finland,0
g25_00029_7,latvia,0
g10_00102_6,estonia,0
g14-2_00094_2,croatia,0
g212_00006_3,france,2
g6_00102_16,denmark,2
g21_00059_13,slovakia,0
g2_00015_17,germany,0
g4_0000001024-0000001536,portugal,1
g2_00040_7,belgium,0
g23_00034_7,netherlands,1
g10_00130_6,estonia,1
g15_00078_0,estonia,1
g22_00011_12,denmark,2
g94_00005_18,austria,0
g8_00124_6,lithuania,1
g8_00058_5,lithuania,1
g1_00006_11,south_africa,0
g25_00006_15,latvia,0
g41_00032_17,latvia,1
g0_0578,india,1
g165_00010_15,france,0
g22_00084_11,denmark,2
g6_00037_5,belgium,0
g25_00018_2,latvia,1
g6-0_00091_16,sweden,1
g4_0000001024-0000004608,brazil,2
g1_00011_5,south_africa,0
g16_00034_6,netherlands,0
g79_00044_16,austria,1
g11_00006_16,lithuania,0
g31_00043_10,latvia,1
g6_00066_15,slovenia,1
g24_0000000000-0000001024,vietnam,0
g82_00023_12,austria,0
g10-3_00076_4,croatia,0
1592661,rwanda,0
g165_00059_8,france,0
g13_00015_14,slovenia,0
g15_00114_9,estonia,0
g31_00023_13,latvia,0
g13-5_00129_3,sweden,1
g1_00006_9,germany,1
g8_00019_5,lithuania,0
g1_00040_2,spain,0
g14-1_00095_3,finland,1
g6_00031_17,belgium,0
g11_00097_5,lithuania,0
g13-5_00127_4,sweden,0
g212_00057_3,france,0
g0_0000001024-0000000512,vietnam,0
g0_00013_2,luxembourg,0
g3_00013_10,spain,0
g14-1_00038_0,finland,0
g2_00001_7,south_africa,2
g4_00003_0,spain,0
g2_00012_14,south_africa,2
g10-3_00019_4,croatia,0
g21_00078_12,slovakia,2
g14-1_00067_3,finland,0
g6_00087_16,denmark,2
g28_0000000512-0000000000,vietnam,0
g4_00032_5,spain,0
g2_00100_12,slovakia,2
g26_00050_2,latvia,2
g11_00030_14,lithuania,0
g78_00035_1,austria,0
g1_0000004096-0000003584,brazil,1
g165_00003_4,france,0
g4_00029_7,spain,0
g1_00017_4,germany,0
g26_00051_10,latvia,0
g79_00035_7,austria,0
g2_00003_3,south_africa,2
g13-5_00119_1,sweden,1
g6-0_00018_2,sweden,0
g2_1739,india,1
g7_00032_3,spain,0
g11_00025_11,lithuania,1
g2_00009_5,germany,0
g6_00031_9,denmark,2
g14-2_00017_12,croatia,2
g50_00019_5,latvia,1
g165_00004_18,france,0
g2_00032_7,slovakia,2
g10-3_00022_14,croatia,0
g15-1_00092_12,finland,1
g50_0000001024-0000000512,vietnam,0
g8_00107_9,lithuania,0
g10-3_00070_4,croatia,0
g23_00091_11,netherlands,0
g0_1125,india,1
g15_00063_14,estonia,0
g10-3_00042_13,croatia,1
g19_00029_9,latvia,1
g21_00078_15,slovakia,2
g21_00096_2,slovakia,2
g13_00029_14,slovenia,1
g2_0000006144-0000008192,brazil,2
g11_00060_17,lithuania,0
g2_00002_10,south_africa,2
g2_00053_6,belgium,0
g13_00027_5,slovenia,1
g8_00111_18,lithuania,0
g3_00012_2,spain,0
g15-1_00115_13,finland,0
g10-3_00043_3,croatia,0
g0_0000009216-0000002560,kenya,1
g50_00023_0,latvia,0
g1_00010_7,germany,2
g2_00005_17,germany,0
g26_00025_13,latvia,0
g10_00076_13,estonia,1
g41_00052_0,latvia,0
g2_1959,india,1
g2_00009_16,south_africa,2
g2_00094_7,slovakia,2
g83_00023_6,austria,0
g14-1_00134_17,finland,1
g83_00014_4,austria,0
g5_0000001536-0000001536,portugal,0
g212_00076_11,france,0
g6_00110_18,denmark,2
g25_0000001024-0000000000,vietnam,0
g21_00021_18,slovakia,0
g0_0091,india,1
g23_00074_15,netherlands,2
g21_00049_10,slovakia,0
g11_00104_15,lithuania,0
g10-3_00036_10,croatia,0
g15_00136_13,estonia,1
g165_00063_3,france,0
g3_00006_12,spain,0
g95_00009_0,austria,0
g2_00019_13,belgium,0
g15_00046_17,estonia,0
g2_1913,india,1
g15_00072_0,estonia,2
g0_00032_15,luxembourg,0
g79_00012_1,austria,1
g14-1_00083_3,finland,2
g6_00011_2,denmark,2
g13-5_00137_1,sweden,0
g82_00046_12,austria,0
g212_00030_11,france,0
g14-1_00132_9,finland,0
g165_00003_3,france,0
g2_0000009216-0000012288,brazil,2
g22_00086_1,denmark,2
g13_00030_12,slovenia,0
g41_00016_0,latvia,0
g6_00044_15,slovenia,1
1592598,rwanda,1
g41_00019_13,latvia,0
g10-3_00037_10,croatia,0
g13_00006_15,slovenia,0
g4_00016_16,spain,0
g77_00022_2,austria,1
g1_00006_15,spain,0
g25_00056_1,latvia,0
g1_00010_4,south_africa,0
g16_00089_18,netherlands,0
g6_00092_4,denmark,2
g6-0_00019_13,sweden,0
g3_00010_9,south_africa,0
g29_0000001024-0000000512,vietnam,0
g6_00048_9,belgium,0
g21_00047_0,slovakia,0
g8_00072_14,lithuania,1
g6_00070_11,denmark,2
g14-1_00079_5,finland,0
g42_0000000512-0000000512,vietnam,0
g22_00019_14,denmark,1
g2_0000017408-0000014848,brazil,2
g31_00018_16,latvia,0
g10_00071_16,estonia,0
g3_00014_4,south_africa,0
g15_00112_5,estonia,0
g26_00035_8,latvia,1
g212_00015_0,france,0
g7_00024_10,spain,1
g15_00130_2,estonia,0
g83_00015_6,austria,0
g7_00009_12,spain,0
g11_00072_9,lithuania,0
g14-1_00095_13,finland,0
g7_00009_8,spain,0
g11_00140_2,lithuania,0
g15-1_00141_18,finland,0
g165_00056_7,france,0
g2_0000027648-0000006144,brazil,2
g23_00072_17,netherlands,0
g15-1_00137_5,finland,1
g7_00032_13,spain,0
g6-0_00107_7,sweden,2
g25_00029_0,latvia,0
g212_00011_12,france,0
g2_00048_1,slovakia,2
g8_00017_12,lithuania,0
g3_00024_18,spain,0
g15-1_00077_12,finland,0
g4_00037_16,spain,0
g8_00088_1,lithuania,1
g0_00024_16,luxembourg,0
g212_00051_17,france,0
g11_00096_18,lithuania,0
g10-3_00088_17,croatia,0
g23_00050_10,netherlands,1
g0_00012_7,luxembourg,0
g29_0000000512-0000000512,vietnam,0
g10_00114_14,estonia,1
g26_00060_0,latvia,2
g2_00051_11,slovakia,2
g21_00046_5,slovakia,2
g77_00038_8,austria,0
g3_00004_2,south_africa,1
g0_00025_9,luxembourg,0
g14-1_00032_18,finland,0
g1_00030_6,spain,0
g6-0_00060_14,sweden,0
g14-1_00054_8,finland,0
g14-1_00127_15,finland,0
1592612,rwanda,0
g165_00099_11,france,0
g6_00053_5,denmark,2
g212_00037_7,france,0
g77_00027_11,austria,0
g11_00084_5,lithuania,0
g2_1917,india,1
g19_00061_7,latvia,0
g22_00066_15,denmark,2
g6_00038_6,belgium,0
g3_00013_18,south_africa,2
g94_00042_5,austria,0
g2_00040_13,belgium,0
g2_0000011264-0000002048,brazil,2
g77_00028_13,austria,0
g2_0000014848-0000003584,brazil,2
g22_00081_4,denmark,2
g22_00087_10,denmark,2
g15-1_00061_15,finland,0
g2_00039_14,belgium,1
g14-1_00118_5,finland,0
g15_00095_10,estonia,0
g10-3_00054_3,croatia,0
g14-2_00032_2,croatia,0
g2_1661,india,1
g15_00089_7,estonia,1
g2_00009_11,germany,0
g25_00064_3,latvia,1
g4_0000000000-0000000512,portugal,0
g41_00023_13,latvia,0
g7_00025_3,spain,0
g14-1_00021_7,finland,0
g79_00037_9,austria,0
g22_00053_5,denmark,2
g79_00034_15,austria,0
g6-0_00016_3,sweden,0
g2_00049_7,belgium,0
g25_00033_0,latvia,0
g25_00007_18,latvia,2
g8_00089_15,lithuania,0
g1_00019_9,germany,0
g22_00003_0,denmark,2
g2_00048_6,belgium,0
g15-1_00041_3,finland,0
g8_00137_12,lithuania,2
g6_00011_3,slovenia,1
g0_00003_1,luxembourg,0
g19_00025_10,latvia,0
g14-1_00064_15,finland,1
g6-0_00107_5,sweden,0
g6-0_00041_5,sweden,0
g2_00008_4,slovakia,0
g21_00082_15,slovakia,2
g11_00100_0,lithuania,1
g165_00101_0,france,0
g6-0_00117_14,sweden,2
g15_00118_17,estonia,0
g6_00002_5,belgium,0
g13-5_00005_8,sweden,1
g6-0_00102_18,sweden,0
g15-1_00107_7,finland,0
g2_0000004608-0000009216,brazil,2
g15-1_00100_13,finland,1
g10_00159_2,estonia,0
g212_00071_16,france,0
g1_0000002560-0000004096,brazil,1
g23_00099_15,netherlands,0
g14-1_00132_13,finland,0
g6_00051_6,slovenia,0
g23_00082_15,netherlands,1
g6_00060_16,denmark,2
g3_00009_15,south_africa,0
g13-5_00028_9,sweden,0
g3_00002_10,spain,0
g95_00035_18,austria,0
g16_00065_14,netherlands,0
g2_00056_3,slovakia,2
g16_00027_0,netherlands,0
g8_00038_12,lithuania,1
g95_00035_5,austria,0
g25_00061_3,latvia,0
g31_00059_2,latvia,0
g23_00088_6,netherlands,1
g2_00053_17,belgium,1
g11_00028_17,lithuania,1
g0_1038,india,1
g2_0042,india,1
g165_00062_12,france,0
g6-0_00035_13,sweden,0
g16_00021_2,netherlands,0
g8_00010_10,lithuania,0
g2_0965,india,1
g165_00036_9,france,0
g6_00019_14,denmark,2
g2_0000017920-0000003584,brazil,2
g165_00040_11,france,1
g6_00048_13,belgium,0
g23_00058_8,netherlands,1
g0_00015_0,luxembourg,0
g19_00045_3,latvia,1
g1_00005_6,south_africa,0
g23_00009_16,netherlands,1
g16_00046_9,netherlands,0
g15-1_00133_10,finland,1
1592738,rwanda,1
g22_00075_1,denmark,2
g82_00048_6,austria,0
g14-2_00015_12,croatia,0
g0_00042_3,luxembourg,0
g2_00028_0,belgium,0
g5_0000000000-0000000512,portugal,0
g6_00034_10,denmark,2
g50_00009_8,latvia,1
g14-1_00152_17,finland,0
1592822,rwanda,0
g21_00012_3,slovakia,2
g16_00014_3,netherlands,0
g0_00019_16,luxembourg,0
g94_00024_10,austria,0
g10-3_00034_9,croatia,0
g31_00055_8,latvia,0
g40_0000000000-0000000512,vietnam,0
g4_00022_18,spain,0
g6-0_00089_3,sweden,0
g2_00042_9,belgium,0
1592776,rwanda,0
g4_00004_1,spain,0
g15_00045_14,estonia,1
g21_00064_2,slovakia,2
g6_00081_12,denmark,2
g10_00137_17,estonia,0
g0_00035_3,luxembourg,0
g13-5_00041_3,sweden,2
g212_00066_6,france,0
g79_00014_18,austria,0
g16_00067_14,netherlands,0
g7_00032_15,spain,0
g53_0000001024-0000000512,vietnam,0
g212_00081_14,france,0
g2_0060,india,1
g51_0000001024-0000000000,vietnam,0
g0_00003_6,luxembourg,0
g16_00086_8,netherlands,0
g10_00105_0,estonia,1
g15_00076_18,estonia,1
g2_1064,india,1
g3_00007_10,south_africa,0
g77_00039_11,austria,0
g6-0_00097_17,sweden,0
g14-1_00112_12,finland,0
g10-3_00036_7,croatia,0
g2_00058_15,slovakia,2
g8_00138_13,lithuania,0
g13_00048_16,slovenia,0
g5_0000000512-0000000512,portugal,0
g50_00014_1,latvia,0
g8_00010_6,lithuania,0
g6_00002_10,belgium,0
g6-0_00047_18,sweden,0
g212_00093_5,france,0
g10_00131_5,estonia,0
g10-3_00045_10,croatia,0
g11_00120_6,lithuania,0
g51_0000000000-0000000512,vietnam,0
g22_00051_13,denmark,2
g22_00044_17,denmark,2
g0_1592,india,1
g0_00036_15,luxembourg,0
g2_0000022528-0000015872,brazil,1
g10_00113_10,estonia,2
g16_00036_5,netherlands,0
g16_00008_18,netherlands,0
g6_00006_4,denmark,2
g2_0831,india,1
g8_00083_6,lithuania,0
g19_00034_13,latvia,0
g0_00041_16,luxembourg,1
g95_00034_18,austria,0
g212_00007_10,france,0
g26_00060_14,latvia,0
g14-2_00064_15,croatia,0
g95_00034_14,austria,1
g77_00037_14,austria,0
g14-1_00054_15,finland,0
g1_0000001024-0000002048,vietnam,0
g23_00101_15,netherlands,0
g13-5_00047_5,sweden,1
g13-5_00132_11,sweden,0
g2_00007_6,south_africa,2
g22_00011_8,denmark,2
g23_00091_4,netherlands,0
g6-0_00012_10,sweden,1
g6_00014_17,slovenia,0
g13-5_00099_3,sweden,0
g10_00073_16,estonia,1
g165_00037_1,france,0
g8_00110_10,lithuania,1
g6_00011_9,belgium,0
g0_00015_8,luxembourg,0
g4_00032_16,spain,0
g23_00031_14,netherlands,1
g6_00024_18,slovenia,0
g14-1_00082_13,finland,0
g23_00022_0,netherlands,1
g8_00128_14,lithuania,0
g10_00131_0,estonia,0
g2_00112_6,slovakia,2
g14-1_00021_8,finland,0
g13-5_00086_1,sweden,2
g6_00004_14,denmark,2
g212_00028_14,france,0
g22_00045_10,denmark,2
g212_00061_15,france,0
g11_00068_6,lithuania,0
g23_00028_18,netherlands,1
g11_00037_2,lithuania,0
g14-2_00089_11,croatia,0
g3_00008_11,south_africa,0
g14-1_00126_8,finland,0
g1_00006_17,germany,0
g0_00014_13,luxembourg,0
g10_00111_8,estonia,0
g21_00070_10,slovakia,1
g2_00014_2,germany,0
g14-2_00057_0,croatia,0
g6_00006_5,belgium,0
g15_00040_11,estonia,1
g6-0_00015_13,sweden,0
g1_00014_13,spain,0
g21_00078_3,slovakia,0
g2_00070_0,slovakia,1
g6-0_00009_4,sweden,0
g95_00026_13,austria,0
g6-0_00007_12,sweden,0
g16_00018_6,netherlands,0
g82_00040_7,austria,0
g14-2_00073_9,croatia,0
g7_00006_5,spain,1
g25_00050_2,latvia,2
g8_0000008192-0000003072,kenya,1
g3_00010_3,spain,0
g15-1_00141_8,finland,0
g10_00010_10,estonia,0
g10_00144_5,estonia,0
g10-3_00060_15,croatia,0
g8_00093_12,lithuania,0
g21_00081_2,slovakia,0
g15_00083_5,estonia,2
g25_00012_8,latvia,0
g10_00059_8,estonia,1
g14-1_00143_11,finland,0
g50_00009_11,latvia,1
g6-0_00066_8,sweden,2
g6-0_00059_0,sweden,0
g2_0000005120-0000012800,brazil,2
g6_00080_4,denmark,2
g10-3_00062_16,croatia,0
g15-1_00143_16,finland,1
g1_0000000000-0000001024,portugal,0
g23_00012_13,netherlands,1
g14-2_00085_6,croatia,0
g3_00011_12,south_africa,0
g13-5_00114_13,sweden,0
g23_00019_12,netherlands,1
g14-2_00014_10,croatia,0
g6-0_00057_14,sweden,0
g6-0_00080_6,sweden,0
g8_00027_3,lithuania,0
g212_00012_15,france,0
g2_00051_17,belgium,1
g6_00044_7,belgium,0
g2_00008_6,belgium,0
g94_00040_1,austria,0
g19_00010_14,latvia,0
g83_00047_5,austria,0
g1_00007_11,germany,0
g13_00015_16,slovenia,1
g83_00030_6,austria,0
g11_00033_12,lithuania,0
g1_00011_10,germany,2
1592714,rwanda,0
g3_0000006656-0000006144,kenya,1
g6_00030_10,belgium,0
g10-3_00051_18,croatia,0
g50_00048_15,latvia,1
g2_00007_13,belgium,0
g13-5_00046_2,sweden,0
g4_00005_14,spain,0
g94_00009_8,austria,0
g21_00017_3,slovakia,1
g23_00032_4,netherlands,0
g82_00024_1,austria,0
g6_00077_17,denmark,2
g3_00003_0,south_africa,0
g8_00033_18,lithuania,0
g21_00069_12,slovakia,2
g10-3_00012_16,croatia,0
g3_00008_4,south_africa,0
g14-1_00022_7,finland,1
g2_00011_1,slovakia,2
1592791,rwanda,0
g8_0000004608-0000001536,kenya,1
g6-0_00083_11,sweden,0
g13_00041_0,slovenia,0
g2_00008_15,slovakia,2
g6_00076_10,denmark,2
g78_00051_13,austria,0
g21_00069_5,slovakia,2
g13_00019_18,slovenia,0
g13_00023_7,slovenia,0
g8_00016_13,lithuania,1
g6_00005_4,slovenia,0
g31_00009_17,latvia,0
g78_00011_1,austria,0
g82_00030_11,austria,0
g49_0000001024-0000001024,vietnam,0
g212_00031_12,france,0
g23_00067_9,netherlands,0
g2_0000005120-0000008704,brazil,2
g50_00022_11,latvia,1
g2_00008_11,germany,0
g15_00176_4,estonia,1
g4_00025_14,spain,0
g212_00055_11,france,1
g2_00005_12,germany,0
g16_00021_0,netherlands,0
g165_00004_7,france,1
